,src,question,prompt,response,id,target,participant,response_num,count,split
6750,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,Using it as a resource for heat because some lights contain heat.,motesf_lightbulb-b331,3.0,motesf950a,4,,train
6751,dod20,What is a surprising use for a SHOE?,shoe,projectile,dod20_shoe-1cf5,2.7,dod2054,0,,train
6752,hmsl,What is a surprising use for a BRICK?,brick,Weight (paper),hmsl_brick-8b8e,1.5,hmsltcw0dt93,8.0,,train
6753,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Used to connect keys,hmsl_paperclip-43d0,2.5,hmsl989BoJRx,2.0,,train
6754,dod20,What is a surprising use for a TIRE?,tire,seat,dod20_tire-4fa8,3.0,dod2067,3,2.0,train
6755,snbmo09,What is a surprising use for a BOX?,box,mat for framing,snbmo09_box-4083,2.5,snbmo09142,5,,train
6756,dod20,What is a surprising use for PANTS?,pants,cut in to bracelets,dod20_pants-57dd,3.5,dod2057,2,,train
6757,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,rip holder togetherer,hmsl_paperclip-c5ea,2.0,hmslKmUX88nb,3.0,,train
6758,dod20,What is a surprising use for a TABLE?,table,a pet bed,dod20_table-de7e,4.0,dod2041,2,,train
6759,setal08,What is a surprising use for a KNIFE?,knife,bisector of fruits and veggies,setal08_knife-bea0,1.3,setal08195,2.0,,train
6760,dod20,What is a surprising use for a FORK?,fork,conduct electricity,dod20_fork-59b5,3.0,dod2018,2,,train
6761,hmsl,What is a surprising use for a BRICK?,brick,use it as a stage for dolls,hmsl_brick-34f0,3.2,hmsl332VeAed,4.0,,train
6762,bs12,What is a surprising use for a BRICK?,brick,In school as a learning tool,bs12_brick-af21,1.4,bs1254,,,train
6763,betal18,What is a surprising use for a BOX?,box,Treasure Chest,betal18_box-7473,1.9,betal182030,,2.0,train
6764,dod20,What is a surprising use for a BOOK?,book,arm rest,dod20_book-3044,3.2,dod2045,5,,train
6765,betal18,What is a surprising use for a BOX?,box,or make it into desk,betal18_box-3a9a,1.0,betal182155,,,train
6766,motesf,What is a surprising use for a SOCK?,sock,Cut it open and make a cape for a stuffed animal.,motesf_sock-59dd,3.6,motesfa255,4,,train
6767,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,attach other paperclips to and make a chain,hmsl_paperclip-4ec6,2.0,hmslT7n32j0J,6.0,,train
6768,dod20,What is a surprising use for a SHOE?,shoe,take apart and reuse pieces in a multi media art piece,dod20_shoe-b01a,3.3,dod2050,3,,train
6769,snb17,What is a surprising use for a BOX?,box,hammer,snb17_box-7c93,2.0,snb17111,,,train
6770,snb17,What is a surprising use for a ROPE?,rope,pull a sled,snb17_rope-74a6,1.3,snb1791,,,train
6771,hmsl,What is a surprising use for a BRICK?,brick,statue base,hmsl_brick-bdb7,3.0,hmsltsy7LR46,2.0,,train
6772,dod20,What is a surprising use for a SHOE?,shoe,flip flop,dod20_shoe-0fc1,1.2,dod2077,0,,train
6773,setal08,What is a surprising use for a KNIFE?,knife,use as a keyholder on the wall,setal08_knife-a00c,2.0,setal08111,9.0,,train
6774,snbmo09,What is a surprising use for a BRICK?,brick,smash it and use the pieces in a mosaic,snbmo09_brick-0011,2.2,snbmo09147,1,,train
6775,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,A bug trap,motesf_lightbulb-80de,2.7,motesfb396,5,,train
6776,betal18,What is a surprising use for a BOX?,box,Cover windshield from snow,betal18_box-aee2,3.6,betal182093,,,train
6777,bs12,What is a surprising use for a BRICK?,brick,cooking surface when camping,bs12_brick-06f7,2.2,bs12107,,,train
6778,snbmo09,What is a surprising use for a BOX?,box,use as a hat,snbmo09_box-9853,1.6,snbmo09161,4,2.0,train
6779,hmsl,What is a surprising use for a BRICK?,brick,Make steps,hmsl_brick-81c5,1.0,hmslrpI017nK,3.0,,train
6780,motesf,What is a surprising use for a HAT?,hat,a bin,motesf_hat-6a35,2.4,motesf5f93,7,,train
6781,dod20,What is a surprising use for PANTS?,pants,a kite,dod20_pants-3000,3.8,dod2076,7,,train
6782,hmsl,What is a surprising use for a BRICK?,brick,weigh something down ,hmsl_brick-614c,1.5,hmslB8EkU1fk,5.0,,train
6783,snbmo09,What is a surprising use for a BOX?,box,a computer,snbmo09_box-1a5d,2.5,snbmo0917,18,,train
6784,dod20,What is a surprising use for a ROPE?,rope,use to swing something from as a weapon,dod20_rope-8019,3.7,dod2062,7,,train
6785,setal08,What is a surprising use for a BRICK?,brick,use to break a window,setal08_brick-17b9,1.5,setal08146,7.0,2.0,train
6786,betal18,What is a surprising use for a ROPE?,rope,making a hammock,betal18_rope-e129,1.8,betal182078,,2.0,train
6787,setal08,What is a surprising use for a BRICK?,brick,to lift things/bed lift & table lift,setal08_brick-1fd8,1.7,setal0878,3.0,,train
6788,bs12,What is a surprising use for a BRICK?,brick,cage,bs12_brick-336a,1.4,bs12133,,,train
6789,dod20,What is a surprising use for a SHOVEL?,shovel,fan,dod20_shovel-24e5,4.0,dod2074,1,,train
6790,dod20,What is a surprising use for a TABLE?,table,coffee table,dod20_table-4394,1.2,dod2077,2,,train
6791,bs12,What is a surprising use for a BRICK?,brick,A way to alleviate stress if you also have a hammer,bs12_brick-c952,2.2,bs1264,,,train
6792,snbmo09,What is a surprising use for a KNIFE?,knife,cutting loose strings,snbmo09_knife-c469,1.0,snbmo09107,4,,train
6793,dod20,What is a surprising use for a TABLE?,table,stepstool,dod20_table-0cbb,3.0,dod205,2,,train
6794,dod20,What is a surprising use for a BRICK?,brick,put under a rickety table leg,dod20_brick-ce7d,2.5,dod2013,9,,train
6795,motesf,What is a surprising use for a SPOON?,spoon,you can make it a lightning rod and a mini bowl. you can cut off the round part of the spoon where you eat the food in and use that as a bowl and the rod part as a lightning rod ,motesf_spoon-7d9d,4.1,motesf6faa,1,,train
6796,snb17,What is a surprising use for a BOX?,box,unfold it stand inside and act like its a space ship,snb17_box-3643,2.3,snb17140,,,train
6797,snbmo09,What is a surprising use for a KNIFE?,knife,"writing, like a quill",snbmo09_knife-731e,1.3,snbmo0945,6,,train
6798,setal08,What is a surprising use for a KNIFE?,knife,key holder,setal08_knife-b3bd,2.7,setal0842,6.0,,train
6799,betal18,What is a surprising use for a BOX?,box,gift,betal18_box-2320,1.1,betal182170,,7.0,train
6800,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,iv bag holder/hanger,hmsl_paperclip-49b8,4.0,hmslwl41F5Rd,2.0,,train
6801,dod20,What is a surprising use for a FORK?,fork,scrape,dod20_fork-ec09,2.2,dod2035,5,2.0,train
6802,snb17,What is a surprising use for a ROPE?,rope,placing it on a high tree and climbing it,snb17_rope-41f8,1.3,snb179,,,train
6803,motesf,What is a surprising use for a TOOTHBRUSH?,toothbrush,clean the furniture,motesf_toothbrush-7c58,2.4,motesf3644,8,,train
6804,dod20,What is a surprising use for a ROPE?,rope,define an area,dod20_rope-0485,2.2,dod2056,2,,train
6805,dod20,What is a surprising use for a BOOK?,book,cut the insides out and use as a box to hide secret items in,dod20_book-b8a0,4.0,dod2028,1,,train
6806,dod20,What is a surprising use for a BOTTLE?,bottle,message sending,dod20_bottle-e682,3.0,dod2035,7,,train
6807,snb17,What is a surprising use for a ROPE?,rope,make ribbons,snb17_rope-a9b5,2.0,snb1731,,,train
6808,setal08,What is a surprising use for a BRICK?,brick,model,setal08_brick-9ef2,2.0,setal08126,10.0,,train
6809,setal08,What is a surprising use for a KNIFE?,knife,practice balancing it,setal08_knife-cb46,2.0,setal08171,5.0,,train
6810,snb17,What is a surprising use for a ROPE?,rope,accessories,snb17_rope-84fa,1.0,snb1744,,,train
6811,dod20,What is a surprising use for a TABLE?,table,to store things on top of it,dod20_table-ff88,1.5,dod2024,12,,train
6812,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,make it a disco light,motesf_lightbulb-8472,3.0,motesfc20a,5,,train
6813,motesf,What is a surprising use for a SOCK?,sock,Wear a flexible sock take it off a Quarter put it at the bottom of your leg and stretch it all the way until it matches the other sock,motesf_sock-9c7d,2.1,motesf0584,3,,train
6814,setal08,What is a surprising use for a BRICK?,brick,manufacture,setal08_brick-bf3b,2.3,setal08126,17.0,,train
6815,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,a kitchen knife,motesf_lightbulb-579a,3.6,motesf3dd4,1,,train
6816,snb17,What is a surprising use for a BOX?,box,life sized Jenga,snb17_box-a8cd,3.7,snb17116,,,train
6817,setal08,What is a surprising use for a BRICK?,brick,to use as a coaster,setal08_brick-5f81,2.3,setal0864,4.0,,train
6818,setal08,What is a surprising use for a BRICK?,brick,a table statue,setal08_brick-c877,1.7,setal0843,4.0,,train
6819,hmsl,What is a surprising use for a BRICK?,brick,gluing weight ,hmsl_brick-e611,2.8,hmsl68P7GeOl,6.0,,train
6820,bs12,What is a surprising use for a BRICK?,brick,A table center piece,bs12_brick-a579,1.8,bs1286,,,train
6821,snb17,What is a surprising use for a ROPE?,rope,key chain,snb17_rope-5cc7,2.0,snb17117,,,train
6822,snbmo09,What is a surprising use for a KNIFE?,knife,put a bunch of blades together to create a mirror,snbmo09_knife-b40e,2.7,snbmo09142,3,,train
6823,dod20,What is a surprising use for a ROPE?,rope,use to keep animals in captivity,dod20_rope-cb2b,2.0,dod2039,3,,train
6824,motesf,What is a surprising use for a BALL?,ball,burn it and use it as a fire,motesf_ball-906c,3.6,motesff61d,7,,train
6825,dod20,What is a surprising use for a SHOE?,shoe,as a pot,dod20_shoe-bb73,3.3,dod2066,1,,train
6826,betal18,What is a surprising use for a BOX?,box,boxing gloves,betal18_box-c9df,2.5,betal182181,,3.0,train
6827,dod20,What is a surprising use for a ROPE?,rope,to play tug a war,dod20_rope-1a64,1.5,dod2049,7,2.0,train
6828,motesf,What is a surprising use for a SPOON?,spoon,catapult,motesf_spoon-5324,2.7,motesf8c19,1,3.0,train
6829,snbmo09,What is a surprising use for a BOX?,box,put a picture inside of it and use it as a frame,snbmo09_box-5142,2.8,snbmo09170,2,,train
6830,hmsl,What is a surprising use for a BRICK?,brick,use to make a mailbox holder,hmsl_brick-570f,2.0,hmslz75ZpTqa,4.0,,train
6831,bs12,What is a surprising use for a BRICK?,brick,Use it as a decoration on your dresser.,bs12_brick-4055,1.4,bs12101,,,train
6832,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,jewelry,hmsl_paperclip-cbf4,2.1,hmslzdyei4a2,4.0,4.0,train
6833,setal08,What is a surprising use for a KNIFE?,knife,tool for digging,setal08_knife-b647,2.0,setal08171,1.0,,train
6834,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Use as a bookmark,hmsl_paperclip-88ab,2.0,hmsl8dsuK18a,5.0,,train
6835,snb17,What is a surprising use for a ROPE?,rope,measuring things,snb17_rope-24eb,2.3,snb1783,,,train
6836,setal08,What is a surprising use for a BRICK?,brick,use it to create friction,setal08_brick-4bd9,3.3,setal08169,3.0,,train
6837,dod20,What is a surprising use for a BRICK?,brick,increase any objects height,dod20_brick-57e1,2.5,dod2082,2,,train
6838,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,magnetize it,hmsl_paperclip-7431,2.7,hmslTz3xw8MP,3.0,,train
6839,hmsl,What is a surprising use for a BRICK?,brick,build a house,hmsl_brick-b810,1.1,hmsl4WeqZ7T8,1.0,67.0,train
6840,dod20,What is a surprising use for a ROPE?,rope,show ties,dod20_rope-56b5,2.5,dod2011,8,,train
6841,motesf,What is a surprising use for a SPOON?,spoon,for a spoon we can use it as a rainbow spoon to only eat rainbow stuff like candy!!,motesf_spoon-7946,3.0,motesffa7c,4,,train
6842,hmsl,What is a surprising use for a BRICK?,brick,build a fire pit,hmsl_brick-3750,1.4,hmslL9otc4KT,2.0,2.0,train
6843,snbmo09,What is a surprising use for a KNIFE?,knife,comb,snbmo09_knife-ba04,2.2,snbmo0945,8,3.0,train
6844,motesf,What is a surprising use for a BOTTLE?,bottle,you can use a bottle to store slime in or tape the bottle and make it pretty then put beads in it and make music.,motesf_bottle-abf1,3.0,motesff7e6,3,,train
6845,snb17,What is a surprising use for a ROPE?,rope,tear it to it smallest string and make a longer,snb17_rope-3f4a,2.0,snb1719,,,train
6846,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,use to clear opening of dried super glue opening,hmsl_paperclip-84ce,3.3,hmslK6LmqSD5,3.0,,train
6847,dod20,What is a surprising use for a SHOE?,shoe,to play football,dod20_shoe-d18b,1.2,dod2025,1,,train
6848,setal08,What is a surprising use for a KNIFE?,knife,cut something up,setal08_knife-4f31,1.0,setal08145,1.0,,train
6849,betal18,What is a surprising use for a BOX?,box,design a that will work as a boat,betal18_box-14f3,1.9,betal182117,,,train
6850,motesf,What is a surprising use for a TOOTHBRUSH?,toothbrush,A paintbrush,motesf_toothbrush-8cf5,3.3,motesf3417,1,,train
6851,motesf,What is a surprising use for a SPOON?,spoon,to make arts with it,motesf_spoon-c876,2.7,motesfc81e,2,,train
6852,snbmo09,What is a surprising use for a KNIFE?,knife,use it as a type of feather and make a hat like yankee doodle,snbmo09_knife-7dcd,4.0,snbmo094,3,,train
6853,hmsl,What is a surprising use for a BRICK?,brick,A (very heavy) paper weight,hmsl_brick-b5da,1.2,hmsl6ERmJDe3,3.0,,train
6854,snb17,What is a surprising use for a ROPE?,rope,making a cross,snb17_rope-369a,2.0,snb1767,,,train
6855,dod20,What is a surprising use for a ROPE?,rope,to make a close hanging line,dod20_rope-4459,2.3,dod203,2,,train
6856,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,brush your teeth with it,motesf_lightbulb-9a27,3.9,motesfedde,6,,train
6857,snb17,What is a surprising use for a ROPE?,rope,toe ring,snb17_rope-59be,2.0,snb17107,,,train
6858,betal18,What is a surprising use for a BOX?,box,music amplifier,betal18_box-fca8,3.0,betal182008,,,train
6859,dod20,What is a surprising use for a ROPE?,rope,wrap up trash,dod20_rope-2ef8,2.3,dod2041,1,,train
6860,bs12,What is a surprising use for a BRICK?,brick,clank against something for use of a percussion instrument,bs12_brick-ff8f,3.0,bs1268,,,train
6861,motesf,What is a surprising use for a TOOTHBRUSH?,toothbrush,A duster,motesf_toothbrush-0a34,2.7,motesfc8ff,5,,train
6862,motesf,What is a surprising use for a BOTTLE?,bottle,dump it out,motesf_bottle-5881,1.9,motesf0e65,2,,train
6863,betal18,What is a surprising use for a BOX?,box,wardrobe,betal18_box-7763,1.3,betal182051,,2.0,train
6864,setal08,What is a surprising use for a BRICK?,brick,to build things,setal08_brick-7f07,1.0,setal0873,1.0,2.0,train
6865,snbmo09,What is a surprising use for a BOX?,box,fans,snbmo09_box-013f,3.0,snbmo09200,14,,train
6866,hmsl,What is a surprising use for a BRICK?,brick,Stopper,hmsl_brick-6f9c,1.2,hmslUwVX4qx3,1.0,,train
6867,snbmo09,What is a surprising use for a BOX?,box,make it like a hat,snbmo09_box-ebd7,1.8,snbmo09176,3,,train
6868,dod20,What is a surprising use for PANTS?,pants,vegi bag,dod20_pants-7b52,3.7,dod2088,1,,train
6869,motesp,What is a surprising use for a SOCK?,sock,You can make a puppet. ,motesp-g1_sock-24ES,2.6,24ES,,,train
6870,dod20,What is a surprising use for a BOTTLE?,bottle,wall decor,dod20_bottle-c44b,3.0,dod2057,4,,train
6871,snb17,What is a surprising use for a BOX?,box,Trash Can,snb17_box-38f9,1.3,snb1761,,2.0,train
6872,hmsl,What is a surprising use for a BRICK?,brick,to hold something off the ground like a car with no tire,hmsl_brick-4c92,2.3,hmslkSW0g9ZD,6.0,,train
6873,motesf,What is a surprising use for a PENCIL?,pencil,a toothbrush you can chew on it and soften the wood,motesf_pencil-0843,3.6,motesf5fd0,2,,train
6874,dod20,What is a surprising use for a TIRE?,tire,lifesaver on water,dod20_tire-9518,3.5,dod2016,0,,train
6875,setal08,What is a surprising use for a BRICK?,brick,to paint and put in a windowpane for decoration,setal08_brick-a6df,1.7,setal0821,3.0,,train
6876,snbmo09,What is a surprising use for a BOX?,box,use a box for human waste disposal,snbmo09_box-7a48,1.5,snbmo09183,3,,train
6877,snbmo09,What is a surprising use for a BOX?,box,oven,snbmo09_box-dcb5,2.0,snbmo09159,3,2.0,train
6878,dod20,What is a surprising use for a TABLE?,table,put a blanket over to make a play area for kids,dod20_table-283d,3.8,dod2016,2,,train
6879,setal08,What is a surprising use for a BRICK?,brick,emergency exit creator,setal08_brick-ea8d,1.7,setal08134,7.0,,train
6880,motesf,What is a surprising use for a TOOTHBRUSH?,toothbrush,a pen,motesf_toothbrush-33df,3.9,motesff457,6,,train
6881,betal18,What is a surprising use for a ROPE?,rope,fake worms,betal18_rope-3b04,1.6,betal182050,,,train
6882,hmsl,What is a surprising use for a BRICK?,brick,build a structure,hmsl_brick-7faa,1.2,hmsl21tqVp1y,1.0,3.0,train
6883,snbmo09,What is a surprising use for a KNIFE?,knife,cut tags off of clothes,snbmo09_knife-30fa,1.0,snbmo0995,1,,train
6884,motesf,What is a surprising use for a PENCIL?,pencil,make it more than one color.,motesf_pencil-275c,2.4,motesfa577,6,,train
6885,setal08,What is a surprising use for a KNIFE?,knife,walk on,setal08_knife-8092,2.0,setal08163,3.0,,train
6886,dod20,What is a surprising use for a BOTTLE?,bottle,putting liquid,dod20_bottle-50ee,1.0,dod2040,0,,train
6887,dod20,What is a surprising use for a SHOVEL?,shovel,mix,dod20_shovel-6f66,2.2,dod2022,4,,train
6888,snbmo09,What is a surprising use for a KNIFE?,knife,"tie it to a rope and drop it in a lake, see if you can catch a fish",snbmo09_knife-29e2,2.5,snbmo09167,3,,train
6889,bs12,What is a surprising use for a BRICK?,brick,A sketchbook,bs12_brick-4c78,1.8,bs1286,,,train
6890,snbmo09,What is a surprising use for a BRICK?,brick,use to build walls,snbmo09_brick-b5b8,1.0,snbmo0990,5,,train
6891,betal18,What is a surprising use for a ROPE?,rope,gloves,betal18_rope-44e6,1.9,betal182144,,,train
6892,dod20,What is a surprising use for a BOTTLE?,bottle,put wine in,dod20_bottle-cd30,1.3,dod2062,6,,train
6893,snbmo09,What is a surprising use for a KNIFE?,knife,defense,snbmo09_knife-6abd,1.0,snbmo09108,4,3.0,train
6894,motesf,What is a surprising use for a BALL?,ball,you can use it to play soccer,motesf_ball-fb29,1.6,motesfd2dd,4,,train
6895,dod20,What is a surprising use for a BOTTLE?,bottle,hang on tree branches as decorations,dod20_bottle-7ee1,3.5,dod2028,0,,train
